ricoId,label
rico:isOrWasCorporateBodyTypeOf,is or was corporate body type of
rico:isOrWasCreationDateOfAllMembersOf,is or was creation date of all members of
rico:isOrWasCreationDateOfMostMembersOf,is or was creation date of most members of
rico:isOrWasCreationDateOfSomeMembersOf,is or was creation date of some members of
rico:isOrWasDemographicGroupOf,is or was demographic group of
rico:isOrWasDerivedFromInstantiation,is or was derived from instantiation
rico:isOrWasDescribedBy,is or was described by
rico:isOrWasDigitalInstantiationOf,is or was digital instantiation of
rico:isOrWasDocumentaryFormTypeOfAllMembersOf,is or was documentary form type of all members of
rico:isOrWasDocumentaryFormTypeOfSomeMembersOf,is or was documentary form type of some members of
rico:isOrWasEmployerOf,is or was employer of
rico:isOrWasEnforcedBy,is or was enforced by
rico:isOrWasExpressedBy,is or was expressed by
rico:isOrWasHolderOf,is or was holder of
rico:isOrWasHolderOfIntellectualPropertyRightsOf,is or was holder of intellectual property rights of
rico:isOrWasIdentifierOf,is or was identifier of
rico:isOrWasIncludedIn,is or was included in
rico:isOrWasInstantiationOf,is or was instantiation of
rico:isOrWasJurisdictionOf,is or was jurisdiction of
rico:isOrWasLanguageOf,is or was language of
rico:isOrWasLanguageOfAllMembersOf,is or was language of all members of
rico:isOrWasLanguageOfSomeMembersOf,is or was language of some members of
rico:isOrWasLeaderOf,is or was leader of
rico:isOrWasLegalStatusOf,is or was legal status of
rico:isOrWasLegalStatusOfAllMembersOf,is or was legal status of all members of
rico:isOrWasLegalStatusOfSomeMembersOf,is or was legal status of some members of
rico:isOrWasLocationOf,is or was location of
rico:isOrWasLocationOfAgent,is or was location of agent
rico:isOrWasMainSubjectOf,is or was main subject of
rico:isOrWasMainSubjectOfAllMembersOf,is or was main subject of all members of
rico:isOrWasMainSubjectOfSomeMembersOf,is or was main subject of some members of
rico:isOrWasMainThingRepresentedByContentOfSomeMembersOf,is or was main thing represented by content of some members of
rico:isOrWasManagerOf,is or was manager of
rico:isOrWasMandateTypeOf,is or was mandate type of
rico:isOrWasMemberOf,is or was member of
rico:isOrWasNameOf,is or was name of
rico:isOrWasOccupationTypeOf,is or was occupation type of
rico:isOrWasOccupiedBy,is or was occupied by
rico:isOrWasOwnerOf,is or was owner of
rico:isOrWasPartOf,is or was part of
rico:isOrWasParticipantIn,is or was participant in
rico:isOrWasPerformedBy,is or was performed by
rico:isOrWasPhysicalLocationOf,is or was physical location of
rico:isOrWasPlaceNameOf,is or was place name of
rico:isOrWasPlaceTypeOf,is or was place type of
rico:isOrWasRecordStateOfAllMembersOf,is or was record state of all members of
rico:isOrWasRecordStateOfSomeMembersOf,is or was record state of some members of
rico:isOrWasRegulatedBy,is or was regulated by
rico:isOrWasRepresentedByContentOfSomeMembersOf,is or was represented by content of some members of
rico:isOrWasResponsibleForEnforcing,is or was responsible for enforcing
rico:isOrWasRuleTypeOf,is or was rule type of
rico:isOrWasSubdivisionOf,is or was subdivision of
rico:isOrWasSubeventOf,is or was subevent of
rico:isOrWasSubjectOf,is or was subject of
rico:isOrWasSubjectOfAllMembersOf,is or was subject of all members of
rico:isOrWasSubjectOfSomeMembersOf,is or was subject of some members of
rico:isOrWasSubordinateTo,is or was subordinate to
rico:isOrWasTitleOf,is or was title of
rico:isOrWasTypeOf,is or was type of
rico:isOrWasTypeOfAllMembersOf,is or was type of all members of
rico:isOrWasTypeOfSomeMembersOf,is or was type of some members of
rico:isOrWasUnderAuthorityOf,is or was under authority of
rico:isOrganicOrFunctionalProvenanceOf,is organic or functional provenance of
rico:isOrganicProvenanceDateOf,is organic provenance date of
rico:isOrganicProvenanceOf,is organic provenance of
rico:isOriginalOf,is original of
rico:isPartOfTransitive,is part of transitive
rico:isPlaceAssociatedWith,is place associated with
rico:isPlaceAssociatedWithAgent,is place associated with agent
rico:isProductionTechniqueTypeOf,is production technique type of
rico:isPublicationDateOf,is publication date of
rico:isPublisherOf,is publisher of
rico:isReceiverOf,is receiver of
rico:isRecordResourceAssociatedWithRecordResource,is record resource associated with record resource
rico:isRecordSetTypeOf,is record set type of
rico:isRecordStateOf,is record state of
rico:isRelatedTo,is related to
rico:isReplyTo,is reply to
rico:isRepresentationTypeOf,is representation type of
rico:isRepresentedByContentOf,is represented by content of
rico:isResponsibleForIssuing,is responsible for issuing
rico:isRuleAssociatedWith,is rule associated with
rico:isSenderOf,is sender of
rico:isSourceOfInformationOfRecordResource,is source of information of Record Resource
rico:isSubdivisionOfTransitive,is subdivision of transitive
rico:isSubeventOfTransitive,is subevent of transitive
rico:isSubordinateToTransitive,is subordinate to transitive
rico:isSuccessorOf,is successor of
rico:isTitleTypeOf,is title type of
rico:isToUseDateOf,is to use date of
rico:isUnitOfMeasurementOf,is unit of measurement of
rico:isWithin,is within
rico:issuedBy,issued by
rico:knowingOfRelation_role,has the role of the Knowing Of Relation
rico:knowingRelation_role,has the role of the Knowing Relation
rico:knownBy,known by
rico:knows,knows
rico:knowsOf,knows of
rico:leadershipRelation_role,has the role of the Leadership Relation
rico:leadershipWithPosition,leadership with position
rico:managementRelation_role,has the role of the Management Relation
rico:mandateRelation_role,has the role of the Mandate Relation
rico:membershipRelation_role,has the role of the Membership Relation
rico:membershipWithPosition,membership with position
rico:migratedFrom,migrated from
rico:migratedInto,migrated into
rico:migrationRelation_role,has the role of the Migration Relation
rico:occupiesOrOccupied,occupies or occupied
rico:occurredAtDate,occurred at date
rico:organicOrFunctionalProvenanceRelation_role,has the role of the Organic or functional provenance Relation
rico:organicProvenanceRelation_role,has the role of the Organic Provenance Relation
rico:overlapsOrOverlapped,overlaps or overlapped
rico:ownershipRelation_role,has the role of the Ownership Relation
rico:performanceRelation_role,has the role of the Performance Relation
rico:performsOrPerformed,performs or performed
rico:placeRelation_role,has the role of the Place Relation
rico:positionHoldingRelation_role,has the role of the Position Holding Relation
rico:positionIsContextOfLeadershipRelation,position is context of leadership relation
rico:positionIsContextOfMembershipRelation,position is context of membership relation
rico:positionToGroupRelation_role,has the role of the Position to Group Relation
rico:precededInSequence,preceded in sequence
rico:precedesInSequenceTransitive,precedes in sequence transitive
rico:precedesInTime,precedes in time
rico:precedesOrPreceded,precedes or preceded
rico:precedesProxyInSequence,precedes proxy in sequence
rico:proxyDirectlyFollowsInSequence,proxy directly follows in sequence
rico:proxyDirectlyFollowsProxyInSequence,proxy directly follows proxy in sequence
rico:proxyDirectlyIncludes,proxy directly includes
rico:proxyDirectlyIncludesProxy,proxy directly includes proxy
rico:proxyDirectlyPrecedesInSequence,proxy directly precedes in sequence
rico:proxyDirectlyPrecedesProxyInSequence,proxy directly precedes proxy in sequence
rico:proxyFollowsInSequence,proxy follows in sequence
rico:proxyFollowsProxyInSequenceTransitive,proxy follows proxy in sequence transitive
rico:proxyFor,proxy for
rico:proxyHasConstituent,proxy has constituent
rico:proxyHasConstituentProxyTransitive,proxy has constituent proxy transitive
rico:proxyHasDirectConstituent,proxy has direct constituent
rico:proxyHasDirectConstituentProxy,proxy has direct constituent proxy
rico:proxyIn,proxy in
rico:proxyInRecord,proxy in record
rico:proxyInRecordSet,proxy in record set
rico:proxyIncludes,proxy includes
rico:proxyIncludesProxyTransitive,proxy includes proxy transitive
rico:proxyIsConstituentOf,proxy is constituent of
rico:proxyIsConstituentOfProxyTransitive,proxy is constituent of proxy transitive
rico:proxyIsDirectConstituentOf,proxy is direct constituent of
rico:proxyIsDirectConstituentOfProxy,proxy is direct constituent of proxy
rico:proxyIsDirectlyIncludedIn,proxy is directly included in
rico:proxyIsDirectlyIncludedInProxy,proxy is directly included in proxy
rico:proxyIsIncludedIn,proxy is included in
rico:proxyIsIncludedInProxyTransitive,proxy is included in proxy transitive
rico:proxyPrecedesInSequence,proxy precedes in sequence
rico:proxyPrecedesProxyInSequenceTransitive,proxy precedes proxy in sequence transitive
rico:recordResourceGeneticRelation_role,has the role of the Record Resource Genetic Relation
rico:recordResourceHasSourceOfInformation,Record Resource has source of information
rico:recordResourceHoldingRelation_role,has the role of the Record Resource Holding Relation
rico:recordResourceToInstantiationRelation_role,has the role of the Record Resource to Instantiation Relation
rico:recordResourceToRecordResourceRelation_role,has the role of the Record Resource to Record Resource Relation
rico:regulatesOrRegulated,regulates or regulated
rico:relationConnects,relation connects
rico:relationHasContext,relation has context
rico:relationHasDate,relation has date
rico:relationHasSource,relation has source
rico:relationHasTarget,relation has target
rico:relation_role,has the role of the Relation
rico:resultedFromTheMergerOf,resulted from the merger of
rico:resultedFromTheSplitOf,resulted from the split of
rico:resultsOrResultedFrom,results or resulted from
rico:resultsOrResultedIn,results or resulted in
rico:roleIsContextOfCreationRelation,role is context of creation relation
rico:ruleRelation_role,has the role of the Rule Relation
rico:sequentialRelation_role,has the role of the Sequential Relation
rico:siblingRelation_role,has the role of the Sibling Relation
rico:spouseRelation_role,has the role of the Spouse Relation
rico:studiesOrStudiedAt,studies or studied at
rico:studyAtRelation_role,has the role of the Study At Relation
rico:teachingRelation_role,has the role of the Teaching Relation
rico:temporalRelation_role,has the role of the Temporal Relation
rico:thingIsConnectedToRelation,thing is connected to relation
rico:thingIsContextOfRelation,thing is context of relation
rico:thingIsSourceOfRelation,thing is source of relation
rico:thingIsTargetOfRelation,thing is target of relation
rico:typeRelation_role,has the role of the Type Relation
rico:wasComponentOf,was component of
rico:wasConstituentOf,was constituent of
rico:wasContainedBy,was contained by
rico:wasIncludedIn,was included in
rico:wasLastUpdatedAtDate,was last updated at date
rico:wasMergedInto,was merged into
rico:wasPartOf,was part of
rico:wasSplitInto,was split into
rico:wasSubdivisionOf,was subdivision of
rico:wasSubeventOf,was subevent of
rico:wasSubordinateTo,was subordinate to
rico:wasUsedFromDate,was used from date
